MAL_ID,Name,Score,Genres,Type,Premiered,Studios,Rating,Popularity
38375,Port of Wormy,Unknown,Dementia,Movie,Unknown,Unknown,G - All Ages,16200
38376,Factory,Unknown,Dementia,ONA,Unknown,Unknown,G - All Ages,15713
38378,Lei Su Deng Shandian Chong Xian 2,Unknown,"Cars, Kids",TV,Unknown,Unknown,G - All Ages,14597
38379,Lei Su Deng Shandian Chong Xian 3,Unknown,"Cars, Kids",TV,Unknown,Unknown,G - All Ages,15729
38383,Jashin-chan Dropkick Episode 12,7.1,"Comedy, Supernatural",ONA,Unknown,Nomad,PG-13 - Teens 13 or older,3739
38384,Toyo Suisan x Tanuki to Kitsune,Unknown,Comedy,Special,Unknown,Unknown,G - All Ages,15348
38385,Dry Dry Try,6.04,"Adventure, Music, Sci-Fi",Music,Unknown,Unknown,G - All Ages,13105
38386,Koukyousei Million Arthur,5.51,"Game, Music, Fantasy",ONA,Unknown,Unknown,G - All Ages,10476
38387,Kimi no Sekai ni Hanataba wo,Unknown,Music,Music,Unknown,Unknown,G - All Ages,16507
38389,He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,5.9,Fantasy,ONA,Unknown,Unknown,G - All Ages,4875
38390,Chuubyou Gekihatsu Boy,6.78,"Comedy, School",TV,Fall 2019,Studio Deen,PG-13 - Teens 13 or older,2785
38392,"Tsunagu, Soramoyou",6.36,Music,Music,Unknown,SANZIGEN,G - All Ages,12162
38393,Senjuushi: Kijuushi-tachi no Happy Birthday!,Unknown,"Action, Military",OVA,Unknown,TMS Entertainment,PG-13 - Teens 13 or older,10518
38395,Otona no Bouguya-san,5.64,"Comedy, Ecchi, Fantasy",ONA,Unknown,IMAGICA Lab.,PG-13 - Teens 13 or older,3153
38397,Nande Koko ni Sensei ga!?,6.47,"Comedy, Ecchi, School, Seinen",TV,Spring 2019,Tear Studio,PG-13 - Teens 13 or older,728
38398,Din Dong Specials,Unknown,"Comedy, Parody",ONA,Unknown,Unknown,G - All Ages,16806
38400,Free! (Movie),Unknown,"Slice of Life, Sports, Drama, School",Movie,Unknown,Kyoto Animation,Unknown,2986
38403,Chuusotsu Worker kara Hajimeru Koukou Seikatsu,Unknown,"Drama, Romance, School, Seinen",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,10491
38407,Ishii Hiroyuki x Saitou Souma Essay-shuu,Unknown,Space,ONA,Unknown,Unknown,G - All Ages,15189
38408,Boku no Hero Academia 4th Season,8.06,"Action, Comedy, Super Power, School, Shounen",TV,Fall 2019,Bones,PG-13 - Teens 13 or older,79
38409,Cike Wu Liuqi,7.91,"Action, Mystery, Comedy, Super Power, Drama, Romance, Martial Arts",ONA,Unknown,Unknown,R - 17+ (violence & profanity),3830
38410,Cike Wu Liuqi Fanwai,7.52,"Action, Mystery, Comedy, Super Power, Drama, Romance, Martial Arts",ONA,Unknown,Unknown,R - 17+ (violence & profanity),6558
38411,Eiga Daisuki Pompo-san,5.54,"Comedy, Drama",Special,Unknown,CLAP,PG-13 - Teens 13 or older,12556
38412,Qing Chi Hong Xiaodou Ba!,6.47,"Slice of Life, Comedy",ONA,Unknown,Making Animation,G - All Ages,12240
38413,Arad: Suming Zhi Men,6.16,"Action, Adventure, Fantasy",ONA,Unknown,"Success Corp., Dangun Pictures",PG-13 - Teens 13 or older,10080
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.61,"Psychological, Drama, Thriller, Fantasy",Movie,Unknown,White Fox,PG-13 - Teens 13 or older,1046
38416,Dixia Cheng Yu Yongshi: Nizhuan Zhi Lun,Unknown,"Action, Adventure, Comedy, Fantasy",ONA,Unknown,LIDENFILMS,Unknown,10727
38419,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.58,"Action, Adventure, Super Power, Shounen",Movie,Unknown,Unknown,G - All Ages,6641
38420,Minimini TV CM,Unknown,Slice of Life,Special,Unknown,Unknown,G - All Ages,16178
38422,High Score Girl: Extra Stage,8.05,"Comedy, Game, Romance, School, Seinen",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,2244
38424,Controller of Controller,5.83,"Cars, Comedy, Dementia, Music",Movie,Unknown,Unknown,G - All Ages,14671
38425,Ikkitousen: Western Wolves,6.33,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,Unknown,Arms,R+ - Mild Nudity,5256
38426,Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,6.84,Action,Special,Unknown,Wit Studio,PG-13 - Teens 13 or older,6612
38427,Daifuku-kun@Kin Tele,Unknown,Comedy,TV,Fall 2018,Unknown,PG - Children,15308
38429,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,6.31,"Military, School",Special,Unknown,Unknown,PG-13 - Teens 13 or older,8194
38431,Persona 5 the Animation TV Specials,6.92,"Action, Supernatural, Fantasy, School",Special,Unknown,CloverWorks,R - 17+ (violence & profanity),3415
38433,God Eater Reso Nantoka Gekijou: Episode EX,5.53,"Fantasy, Military, Parody, Sci-Fi",ONA,Unknown,"Passione, Creators in Pack",PG-13 - Teens 13 or older,9642
38435,Yao Shen Ji Zhi Ying Yao Pian,7.65,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",ONA,Unknown,Ruo Hong Culture,PG-13 - Teens 13 or older,6262
38436,Doupo Cangqiong 3rd Season,7.68,"Action, Adventure, Demons, Supernatural, Romance, Martial Arts, Fantasy",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,7512
38440,Shikizakura,Unknown,"Action, Sci-Fi, Drama",TV,Unknown,Sublimation,Unknown,7552
38444,God Eater Resonant Ops,6,"Fantasy, Game, Military, Music, Sci-Fi",ONA,Unknown,Unknown,G - All Ages,8318
38445,loTus feat. Pt. Ajay Pohankar,Unknown,Music,Music,Unknown,Unknown,G - All Ages,15203
38446,Larva Island,Unknown,"Comedy, Kids",ONA,Unknown,Unknown,G - All Ages,14046
38449,Choujigen Kakumei Anime: Dimension High School,5.21,School,TV,Winter 2019,Unknown,PG-13 - Teens 13 or older,5230
38450,Mo Dao Zu Shi 2nd Season,8.43,"Action, Mystery, Historical, Supernatural",ONA,Unknown,B.CMAY PICTURES,PG-13 - Teens 13 or older,2158
38451,Reizouko no Tsukenosuke!,Unknown,"Comedy, Kids, Parody",TV,Fall 2018,Unknown,G - All Ages,16438
38453,Natural Vacation The Animation,6.81,Hentai,OVA,Unknown,T-Rex,Rx - Hentai,7639
38456,Megane no Mahou,Unknown,Drama,ONA,Unknown,Tatsunoko Production,G - All Ages,13529
38461,Timing (Movie),Unknown,"Mystery, Super Power, Thriller, School",Movie,Unknown,Unknown,R - 17+ (violence & profanity),11396
38464,Ashita Sekai ga Owaru toshitemo,6.41,"Drama, Romance",Movie,Unknown,Craftar Studios,Unknown,3960
38467,Wu Geng Ji 3rd Season,7.3,"Action, Historical, Supernatural, Martial Arts, Fantasy",ONA,Unknown,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,9627
38469,Hanasaku Kizuna no Romantan,5.31,"Action, Adventure, Drama, Fantasy",ONA,Unknown,"Yokohama Animation Lab, Arvo Animation",Unknown,10486
38470,Saimin Seishidou,7.01,Hentai,OVA,Unknown,T-Rex,Rx - Hentai,5526
38471,Idol Fantasy,Unknown,"Game, Music",ONA,Unknown,Unknown,G - All Ages,13641
38472,Isekai Quartet,7.45,"Comedy, Fantasy, Parody",TV,Spring 2019,Studio PuYUKAI,PG-13 - Teens 13 or older,510
38473,Itsuka Aeru Kimi ni,5.7,"Romance, Sci-Fi",ONA,Unknown,Unknown,G - All Ages,9536
38474,Yuru Camp△ Season 2,8.61,"Slice of Life, Comedy",TV,Winter 2021,C-Station,PG-13 - Teens 13 or older,1381
38475,Yuru Camp△ Movie,Unknown,"Comedy, Slice of Life",Movie,Unknown,Unknown,Unknown,3334
38476,Heya Camp△,7.19,"Slice of Life, Comedy",TV,Winter 2020,C-Station,PG-13 - Teens 13 or older,1908
38477,Start no Aizu,Unknown,Music,Music,Unknown,Unknown,G - All Ages,15642
38478,"Caribadix ""Renai Revolution 21"" Cover MV",Unknown,Music,Music,Unknown,Unknown,G - All Ages,16270
38480,Toaru Kagaku no Accelerator,7.18,"Super Power, Supernatural, Fantasy, School",TV,Summer 2019,"J.C.Staff, A.C.G.T.",R - 17+ (violence & profanity),979
38481,Toaru Kagaku no Railgun T,8.25,"Action, Sci-Fi, Super Power",TV,Winter 2020,J.C.Staff,R - 17+ (violence & profanity),1061
38483,Ore wo Suki nano wa Omae dake ka yo,7.39,"Harem, Comedy, Romance, School",TV,Fall 2019,Connect,PG-13 - Teens 13 or older,523
38484,Shenmi Shijie Lixian Ji 3,Unknown,"Adventure, Fantasy, Kids",Movie,Unknown,Unknown,G - All Ages,17148
38485,Readyyy!,5.67,Music,ONA,Unknown,Unknown,G - All Ages,13081
38486,Go Now!,6.05,Music,Music,Unknown,Unknown,G - All Ages,13869
38487,Daitan Futeki ni Koi Shitai,5.77,Music,Music,Unknown,Unknown,G - All Ages,13993
38488,Special Nu World,5.82,Music,Music,Unknown,Unknown,G - All Ages,14635
38489,Feng Yu Zhou,7.07,"Action, Adventure, Comedy, Historical, Super Power, Demons, Drama, Fantasy",Movie,Unknown,Beijing Rocen Digital,PG-13 - Teens 13 or older,10907
38490,Xixing Ji,6.72,"Action, Adventure, Historical, Martial Arts, Fantasy",ONA,Unknown,BYMENT,PG-13 - Teens 13 or older,10990
38491,Xing Chen Bian,7.58,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,Unknown,Shanghai Foch Film Culture Investment,PG-13 - Teens 13 or older,7040
38493,Sofy Soft Tampon: Drive Ryokou-hen,Unknown,Slice of Life,Special,Unknown,Liberty Animation Studio,G - All Ages,15058
38495,"Supa Dupa Fly feat. Shounan no Kaze, Moomin, Kenty Gross, Bes, Apollo, Natural Weapon, Doraku",Unknown,Music,Music,Unknown,Unknown,G - All Ages,16396
38496,Matsuda-ke Curry Battle,Unknown,Music,Special,Unknown,Unknown,G - All Ages,15424
38497,"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",Unknown,Historical,ONA,Unknown,Unknown,G - All Ages,14907
38498,Banana ga Suki,4.97,"Music, Space, Dementia",Music,Unknown,Saigo no Shudan,G - All Ages,13740
38500,New Yoku feat. Chan-Mika,Unknown,Music,Music,Unknown,Saigo no Shudan,G - All Ages,15863
38501,Catalyst,Unknown,"Music, Dementia",Music,Unknown,Saigo no Shudan,R+ - Mild Nudity,15723
38502,Mizu no Naka no Suisougaku,Unknown,"Music, Dementia",Music,Unknown,Saigo no Shudan,G - All Ages,16492
38503,Relaxin',Unknown,Music,Music,Unknown,Saigo no Shudan,G - All Ages,16674
38504,Ongaku wa Tomatta,Unknown,"Music, Dementia",Music,Unknown,Saigo no Shudan,G - All Ages,16514
38505,Kunchi,Unknown,Dementia,ONA,Unknown,Saigo no Shudan,G - All Ages,15787
38506,Tokyo Art Month,Unknown,Dementia,ONA,Unknown,Saigo no Shudan,G - All Ages,15929
38507,Houkago no Thesaurus,Unknown,"Music, Dementia",Music,Unknown,Saigo no Shudan,G - All Ages,16286
38508,Kanabun no Koushin,Unknown,"Music, Dementia",ONA,Unknown,Saigo no Shudan,R+ - Mild Nudity,15824
38509,Kensaku Shounen,Unknown,Music,Music,Unknown,Saigo no Shudan,G - All Ages,16747
38510,Adobe Student and Teacher Edition,5.21,Dementia,Special,Unknown,Saigo no Shudan,G - All Ages,14413
38511,Oniwa no Soto,Unknown,Dementia,ONA,Unknown,Saigo no Shudan,G - All Ages,15909
38513,Rape Gouhouka!!!,5.96,Hentai,ONA,Unknown,SELFISH,Rx - Hentai,7227
38520,Inko Colors the Animation,6.28,Adventure,ONA,Unknown,Unknown,G - All Ages,11457
38521,Tengu Desu,5.52,"Demons, Music",Music,Unknown,Unknown,G - All Ages,12030
38524,Shingeki no Kyojin Season 3 Part 2,9.1,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",TV,Spring 2019,Wit Studio,R - 17+ (violence & profanity),63
38525,Chuldong! Super Wings,Unknown,"Adventure, Cars, Kids",TV,Fall 2013,Unknown,G - All Ages,15443
38526,Chuldong! Super Wings 2,Unknown,"Adventure, Cars, Kids",TV,Spring 2017,Unknown,G - All Ages,15851
38527,Gaikotsu Shotenin Honda-san OVA,6.8,"Slice of Life, Comedy",OVA,Unknown,DLE,PG-13 - Teens 13 or older,5606
38528,Quanzhi Fashi III,7.43,"Action, Magic, Fantasy, School",ONA,Unknown,Shanghai Foch Film Culture Investment,PG-13 - Teens 13 or older,2929
38529,Rifle Is Beautiful,6.19,"Slice of Life, Comedy, School",TV,Fall 2019,Studio 3Hz,PG-13 - Teens 13 or older,3182
38530,Doraemon Movie 39: Nobita no Getsumen Tansaki,7.01,"Adventure, Fantasy, Kids, Sci-Fi, Space",Movie,Unknown,Shin-Ei Animation,PG - Children,9225
38533,Huyao Xiao Hongniang: Zhu Ye,7.48,"Comedy, Historical, Supernatural, Drama, Romance",ONA,Unknown,"Haoliners Animation League, Garden Culture",PG-13 - Teens 13 or older,7412
38534,Huoli Shaonian Wang 3,Unknown,"Game, Kids",TV,Unknown,Unknown,G - All Ages,15089
38535,Huoli Shaonian Wang 3: Xuji,Unknown,"Game, Kids",TV,Unknown,Unknown,G - All Ages,15553
38536,Hitori no Shita: The Outcast 3rd Season,6.82,"Action, Mystery, Super Power, Psychological, Supernatural, Drama, Martial Arts",ONA,Unknown,BigFireBird Animation,R - 17+ (violence & profanity),3725
38537,Huoli Shaonian Wang zhi You Quan Yingxiong,Unknown,"Game, Kids, Magic, Super Power",TV,Unknown,Unknown,G - All Ages,16521
38538,Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,Unknown,"Adventure, Fantasy, Game, Kids, Magic",TV,Unknown,Unknown,G - All Ages,16562
38539,Sora ni Rakugaki,Unknown,"Fantasy, Magic, Music",Music,Unknown,Unknown,G - All Ages,14355
38540,Tantei Opera Milky Holmes: Psycho no Aisatsu,6.78,"Mystery, Comedy, Super Power",Special,Unknown,J.C.Staff,PG-13 - Teens 13 or older,10089
38544,Egao no Daika,6.06,"Military, Slice of Life, Drama, Fantasy, Mecha",TV,Winter 2019,Tatsunoko Production,PG-13 - Teens 13 or older,2940
38545,Han Solo/Star Wars Story,5.1,Sci-Fi,ONA,Unknown,Unknown,G - All Ages,12717
38549,TV Yarou Nanaana,6.2,"Adventure, Comedy",TV,Spring 2018,Studio Crocodile,PG-13 - Teens 13 or older,10048
38551,Beat in Love (2018),5.67,Music,Music,Unknown,Unknown,G - All Ages,13578
38552,Sawai Seiyaki Kabushikigaisha CMs,Unknown,"Music, Kids",ONA,Unknown,Unknown,G - All Ages,16844
38554,Aoku Tsuzuku Pass,5.72,Sports,ONA,Unknown,Unknown,G - All Ages,13642
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,"Comedy, Drama, Romance, Fantasy, School",TV,Spring 2020,SILVER LINK.,PG-13 - Teens 13 or older,617
38556,Wo Shi Jiang Xiaobai 2nd Season,6.63,"Drama, Music, Romance, Slice of Life",ONA,Unknown,2:10 AM Animation,PG-13 - Teens 13 or older,9597
38557,Zhan Shou Zhi Ren,Unknown,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,13148
38558,Laidbackers,6.14,"Comedy, Magic, Fantasy",Movie,Unknown,Studio Gokumi,Unknown,7169
38560,Sylvanian Families: Mini Story 2nd Season,Unknown,"Slice of Life, Kids",TV,Fall 2018,Unknown,G - All Ages,16293
38561,Pan to Boku no Momo-chan,Unknown,"Slice of Life, Comedy, Drama, Romance, Shoujo",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,11731
38562,The iDOLM@STER SideM: Wake Atte Mini! OVA,Unknown,"Comedy, Slice of Life",OVA,Unknown,Zero-G,PG-13 - Teens 13 or older,10897
38568,Susume! Dokan-kun,Unknown,"Comedy, Mecha",TV,Summer 2007,DLE,G - All Ages,16867
38569,Tatakae! Dokan-kun: Gekitou-kun,Unknown,"Comedy, Mecha",TV,Winter 2008,DLE,G - All Ages,16845
38570,Tatakae! Dokan-kun: Robolympic-hen,Unknown,"Comedy, Mecha",TV,Spring 2008,DLE,G - All Ages,16890
38571,Tobidase! Dokan-kun,Unknown,"Comedy, Mecha",TV,Fall 2011,DLE,G - All Ages,16764
38572,Assassins Pride,5.94,Fantasy,TV,Fall 2019,EMT Squared,PG-13 - Teens 13 or older,680
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,5.54,"Adventure, Comedy, Fantasy",TV,Summer 2019,J.C.Staff,PG-13 - Teens 13 or older,834
38577,Mystery of Kumamon,Unknown,Mystery,Movie,Unknown,Tonko House,G - All Ages,11676
38578,Star☆Twinkle Precure,7.25,"Action, Magic, Fantasy, Shoujo",TV,Winter 2019,Toei Animation,G - All Ages,5651
38579,Monkey Peak,Unknown,"Horror, Seinen",ONA,Unknown,Tomovies,Unknown,13136
38585,Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,Unknown,"Drama, Fantasy, Magic, School, Slice of Life",TV,Unknown,J.C.Staff,Unknown,7489
38587,BUCK-TICK x HAL,Unknown,Music,Music,Unknown,Speed Inc.,R+ - Mild Nudity,14779
38594,"Kimi to, Nami ni Noretara",7.52,"Drama, Romance, Supernatural",Movie,Unknown,Science SARU,PG-13 - Teens 13 or older,1760
38600,Koukaku Kidoutai: Ghost Chaser,6.21,"Action, Sci-Fi, Police, Seinen",Movie,Unknown,Production I.G,PG-13 - Teens 13 or older,9242
38601,Hangyakusei Million Arthur Special,6.38,"Action, Adventure, Fantasy, Magic",Special,Unknown,J.C.Staff,PG-13 - Teens 13 or older,7725
38603,#Compass,Unknown,Game,ONA,Unknown,"TMS Entertainment, Echoes",G - All Ages,13691
38606,Zhen Hun Jie Recaps,6.46,"Action, Supernatural",ONA,Unknown,L²Studio,PG-13 - Teens 13 or older,11287
38609,Malta no Kamishibai,Unknown,Kids,ONA,Unknown,Unknown,G - All Ages,17030
38610,Tejina-senpai,6.47,"Comedy, Ecchi, School, Seinen",TV,Summer 2019,LIDENFILMS,PG-13 - Teens 13 or older,862
38611,Power Battle Watch Car,Unknown,"Cars, Kids",TV,Spring 2016,Unknown,G - All Ages,16166
38612,Power Battle Watch Car Season 2,Unknown,"Cars, Kids",TV,Summer 2016,Unknown,G - All Ages,16569
38613,Power Battle Watch Car: Minicar Battle League - Bulkkoch-ui Jilju,Unknown,"Cars, Kids",Movie,Unknown,Unknown,G - All Ages,16816
38614,Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,Unknown,"Cars, Kids",Movie,Unknown,Unknown,G - All Ages,16795
38616,Ganbare Chibi Godzilla,Unknown,Kids,ONA,Unknown,LIDENFILMS,G - All Ages,14586
38618,Shimajirou to Ururu no Hero Land,Unknown,Kids,Movie,Unknown,The Answer Studio,G - All Ages,16253
38619,Joshikousei no Mudazukai,7.71,"Comedy, School",TV,Summer 2019,Passione,PG-13 - Teens 13 or older,1742
38620,Kanpeki Ojousama no Watakushi ga Dogeza de Mazo Ochisuru Choroin na Wakenai desu wa!,6.69,Hentai,OVA,Unknown,Unknown,Rx - Hentai,6716
38621,Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,5.9,"Hentai, Demons, Martial Arts, Fantasy",OVA,Unknown,Unknown,Rx - Hentai,8730
38622,Aware! Meisaku-kun: Ito-Yokado no Randsell,Unknown,"Comedy, Kids, Parody, School",ONA,Unknown,Unknown,G - All Ages,15692
38623,Aware! Meisaku-kun: Q&A Corner,Unknown,"Comedy, Kids, Parody, School",ONA,Unknown,Unknown,G - All Ages,16448
38624,Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,Unknown,Comedy,ONA,Unknown,Unknown,G - All Ages,14801
38626,JRA x Gudetama,Unknown,Sports,ONA,Unknown,Unknown,G - All Ages,14011
38627,Sawatte! Gudetama: 3-dome no Shoujiki,Unknown,"Game, Comedy, Parody",Special,Unknown,Unknown,PG - Children,13828
38628,Hero Mask,6.32,"Action, Mystery, Police, Sci-Fi",ONA,Unknown,Studio Pierrot,R - 17+ (violence & profanity),3566
38629,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.76,"Comedy, Seinen",Movie,Unknown,Shin-Ei Animation,G - All Ages,10206
38631,Kkoma Bus Tayo 5,Unknown,"Cars, Kids",TV,Summer 2018,Unknown,G - All Ages,15990
38632,Honda-san x Taka no Tsume,5.26,"Comedy, Parody",ONA,Unknown,DLE,G - All Ages,11351
38640,Tug-Tug,Unknown,Unknown,Movie,Unknown,Unknown,G - All Ages,16343
38641,Shayou,Unknown,"Music, Dementia",Movie,Unknown,Unknown,G - All Ages,16895
38642,Ametsuchi,Unknown,"Dementia, Drama",Movie,Unknown,Tomoyasu Murata Company,G - All Ages,14164
38643,Kazoku Dekki,Unknown,Slice of Life,Movie,Unknown,Unknown,Unknown,17101
38644,Aru Apartment no Isshitsu,Unknown,Dementia,Movie,Unknown,Unknown,G - All Ages,14844
38646,King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,Unknown,"Music, Sports, Shoujo",Movie,Unknown,Tatsunoko Production,PG-13 - Teens 13 or older,11361
38647,King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,Unknown,"Music, Sports, Shoujo",Movie,Unknown,Tatsunoko Production,PG-13 - Teens 13 or older,11636
38648,King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,Unknown,"Music, Sports, Shoujo",Movie,Unknown,Tatsunoko Production,PG-13 - Teens 13 or older,11735
38650,Hakyuu Houshin Engi: Kou-ke no Chi,5.78,"Adventure, Demons, Fantasy, Shounen, Supernatural",Special,Unknown,C-Station,PG-13 - Teens 13 or older,10322
38653,Dragon Ball Super: Broly - Skytree Super,7.08,"Action, Comedy, Shounen",Special,Unknown,Unknown,PG-13 - Teens 13 or older,4779
38656,Darwin's Game,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",TV,Winter 2020,Nexus,R - 17+ (violence & profanity),467
38658,Futon no Naka kara Detakunai,6.49,"Music, Slice of Life, Comedy",Music,Unknown,Unknown,PG-13 - Teens 13 or older,14251
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.54,"Action, Adventure, Comedy, Fantasy",TV,Fall 2019,White Fox,PG-13 - Teens 13 or older,376
38663,Mushikago no Cagaster,6.57,"Action, Sci-Fi, Drama",ONA,Unknown,Studio Kai,Unknown,3534
38664,Final Fantasy XV: Episode Ardyn - Prologue,6.6,Action,ONA,Unknown,Satelight,PG-13 - Teens 13 or older,5606
38667,W'z Special,5.88,"Action, Music",Special,Unknown,GoHands,PG-13 - Teens 13 or older,8810
38668,Dorohedoro,8.1,"Action, Comedy, Horror, Magic, Fantasy, Seinen",TV,Winter 2020,MAPPA,R - 17+ (violence & profanity),550
38669,Tsukiuta. The Animation 2,6.52,Music,TV,Fall 2020,Children's Playground Entertainment,PG-13 - Teens 13 or older,6492
38670,Actors: Songs Connection,6.23,"Music, School",TV,Fall 2019,Drive,PG-13 - Teens 13 or older,4543
38671,Enen no Shouboutai,7.68,"Action, Supernatural, Shounen",TV,Summer 2019,David Production,PG-13 - Teens 13 or older,130
38672,Precure Miracle Universe Movie,6.29,"Action, Magic, Fantasy, Shoujo",Movie,Unknown,Toei Animation,PG - Children,9329
38673,Mini Toji,6.14,"Action, Comedy, Fantasy",TV,Winter 2019,Project No.9,Unknown,6396
38674,Higashi Asia Bunka Toshi 2019 Toshima,5.75,Slice of Life,ONA,Unknown,Unknown,G - All Ages,13269
38676,Macross Δ Movie: Gekijou no Walküre Specials,Unknown,Comedy,Special,Unknown,Satelight,PG-13 - Teens 13 or older,11385
38677,Guomin Laogong Dai Huijia 4th Season,6.14,"Drama, Romance",ONA,Unknown,Wawayu Animation,PG-13 - Teens 13 or older,8578
38678,Kimi no Matsu Mirai (Basho) e,5.92,"Sci-Fi, Slice of Life",ONA,Unknown,Unknown,G - All Ages,9958
38680,Fruits Basket 1st Season,8.2,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",TV,Spring 2019,TMS Entertainment,PG-13 - Teens 13 or older,357
38681,God Eater 3,6.43,"Action, Game, Music",ONA,Unknown,ufotable,G - All Ages,7168
38683,Ryuu ga Gotoku Online x Taka no Tsume,Unknown,"Comedy, Game, Parody",ONA,Unknown,DLE,G - All Ages,14473
38685,Mahou Shoujo Liese Prettia,Unknown,Magic,ONA,Unknown,Unknown,G - All Ages,14345
38688,Meng Ta: Xue Mi Cheng,Unknown,"Action, Adventure, Mystery, Supernatural, Fantasy",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,12189
38689,Guan Hai Ce,Unknown,"Action, Military, Historical, Martial Arts, Fantasy",ONA,Unknown,Tong Ming Xuan,PG-13 - Teens 13 or older,12861
38690,Si Hai Jing Qi,Unknown,"Action, Adventure, Fantasy, Historical, Martial Arts, Military, Mystery",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,13372
38691,Dr. Stone,8.34,"Sci-Fi, Adventure, Shounen",TV,Summer 2019,TMS Entertainment,PG-13 - Teens 13 or older,79
38693,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,6.65,"Action, Comedy, Magic, Fantasy",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,4480
38699,Boku no Hero Academia the Movie: Futari no Hero Specials,7.45,"Action, Super Power, Shounen",Special,Unknown,Bones,PG-13 - Teens 13 or older,1633
38700,Tsukiyo & Opal,5.45,Dementia,Movie,Unknown,Unknown,G - All Ages,14876
38701,Aa / ii,4.95,Dementia,Movie,Unknown,Unknown,G - All Ages,13152
38702,Ya-Ne-Sen a Go Go,5.67,Music,Movie,Unknown,Unknown,G - All Ages,13878
38703,Koukou,Unknown,Music,Movie,Unknown,Unknown,G - All Ages,15236
38705,Kagaku Ninya-tai Gatchanyan,Unknown,"Parody, Sci-Fi",ONA,Unknown,Unknown,G - All Ages,13086
38707,RobiHachi,6.51,"Adventure, Comedy, Sci-Fi, Space",TV,Spring 2019,Studio Comet,PG-13 - Teens 13 or older,3180
38708,Wagaya no Liliana-san The Animation,7.2,Hentai,OVA,Unknown,Seven,Rx - Hentai,5575
38710,Golden Kamuy 2nd Season OVA,7.47,"Action, Adventure, Historical, Seinen",OVA,Unknown,Geno Studio,R - 17+ (violence & profanity),4331
38711,Futsuu tte Nandarou?,Unknown,Slice of Life,Special,Unknown,Unknown,G - All Ages,13746
38712,A Log Day of Timbre,4.8,Dementia,ONA,Unknown,Unknown,G - All Ages,12011
38714,Gundam: G no Reconguista Movie I - Ike! Core Fighter,6.5,"Action, Sci-Fi, Space, Mecha",Movie,Unknown,Sunrise,PG-13 - Teens 13 or older,8857
38715,SD Gundam World: Sangoku Souketsuden,5.74,"Action, Historical, Mecha",ONA,Unknown,Sunrise,PG - Children,9372
38716,Mobile Suit Gundam: Hathaway's Flash 2,Unknown,"Action, Military, Sci-Fi, Space, Drama, Mecha",Movie,Unknown,Sunrise,Unknown,9064
38717,Mobile Suit Gundam: Hathaway's Flash 3,Unknown,"Action, Military, Sci-Fi, Space, Drama, Mecha",Movie,Unknown,Sunrise,Unknown,9208
38719,Fight League: Gear Gadget Generators,6.15,"Action, Sci-Fi, Mecha",ONA,Unknown,"Sunrise, Bandai Namco Pictures, XFLAG",PG-13 - Teens 13 or older,7695
38720,Lupin III: Goodbye Partner,6.83,"Action, Adventure, Mystery, Comedy, Seinen",Special,Unknown,TMS Entertainment,PG-13 - Teens 13 or older,7000
